number_of_reviews,price_range,ratingValue,name,address
31,$11-30,4.5,Lalo,104 Bayard St New York NY 10013
52,$11-30,3.5,Chinese Tuxedo,5 Doyers St New York NY 10013
59,$11-30,4.5,Brooklyn Blend,194 Tompkins Ave Brooklyn NY 11206
340,$11-30,4.0,Rucola,190 Dean St Brooklyn NY 11217
350,$11-30,4.5,Raku,342 E 6th St New York NY 10003
1288,$31-60,4.0,Locanda Verde,377 Greenwich St New York NY 10013
11,$11-30,5.0,Bar Uni,674 Manhattan Ave Brooklyn NY 11222
186,$11-30,4.5,SoleLuna Restaurant,40-01 Queens Blvd Sunnyside NY 11104
1186,$11-30,4.5,Juliana’s Pizza,19 Old Fulton St Brooklyn NY 11201
445,$11-30,4.5,Heidi’s House By The Side Of The Road,308 E 78th St New York NY 10075
4,,3.5,Holy Macaroni,2512 Rio Grande St Austin TX 78705
2326,$31-60,4.0,ABC Kitchen,35 E 18th St New York NY 10003
593,$11-30,4.0,LIC Market,21-52 44th Dr Long Island City NY 11101
301,$11-30,4.0,Cooper’s Old Time Pit Bar-B-Que,217 Congress Ave Austin TX 78701
3683,$11-30,4.0,Hopdoddy Burger Bar,1400 S Congress Ave Austin TX 78704
324,$31-60,4.0,Trace,200 Lavaca St Austin TX 78701
423,$31-60,4.0,Vespaio Ristorante,1610 South Congress Ave Austin TX 78704
292,$11-30,4.0,Bun Belly,5001 Airport Blvd Austin TX 78751
128,$11-30,4.0,Napa Flats Wood-Fired Kitchen - Austin,8300 N Fm 620 Austin TX 78726
134,Under $10,4.0,Javi’s Best of Tex-Mex,7709 E Ben White Blvd Austin TX 78744
9,$11-30,5.0,Yummy Space,12534 Lake City Way NE Seattle WA 98125
262,$11-30,4.0,The Sitting Room,108 W Roy St Seattle WA 98119
46,Under $10,5.0,Sound & Fog,4735 40th Ave SW Seattle WA 98116
79,$31-60,4.5,Vendemmia,1126 34th Ave Seattle WA 98122
196,$11-30,4.0,Kedai Makan,1802 Bellevue Ave Seattle WA 98122
214,$11-30,4.5,Blackboard Bistro,3247 California Ave SW Seattle WA 98116
109,Under $10,4.5,Arepa Venezuelan Kitchen,1405 NE 50th St Seattle WA 98105
1,,5.0,The Cafe at Seasoned in Seattle,5619 Martin Luther King Jr Way S Seattle WA 98118
1026,$11-30,4.0,Harbor City Restaurant,707 S King St Seattle WA 98104
317,$11-30,4.0,Betty,1507 Queen Anne Ave N Seattle WA 98109
480,$31-60,4.0,IL Bistro,93 Pike St Seattle WA 98101
44,$11-30,4.5,Akane,14136 NE Woodinville Duvall Rd Woodinville WA 98072
375,$11-30,4.0,re:public,429 Westlake Ave N Seattle WA 98109
228,$11-30,4.0,Damn the Weather,116 1st Ave S Seattle WA 98104
211,$31-60,4.5,Shaker and Spear,2000 2nd Ave Seattle WA 98121
366,Above $61,4.5,Altura,617 Broadway E Seattle WA 98102
287,$11-30,4.5,Reserve a Table,2716 Alki Ave SW Seattle WA 98116
35,$11-30,4.0,Cafe Bollywood,102B Bellevue Way NE Bellevue WA 98004
405,$11-30,4.0,Green Leaf Vietnamese Restaurant,2800 1st Ave Seattle WA 98121
343,Under $10,4.0,Shiki Japanese Restaurant,6229 Santa Teresa Blvd San Jose CA 95119
7,Above $61,5.0,Underground Dining At Naglee Park,505 E San Carlos St San Jose CA 95112
57,Under $10,4.5,Shihlin Taiwan Street Snacks,522 Barber Ln Milpitas CA 95035
838,$11-30,4.5,Bertucelli’s La Villa,1319 Lincoln Ave San Jose CA 95125
53,$11-30,4.5,Takai Sushi and Sake Bar,170 S Market St San Jose CA 95113
101,Under $10,4.5,Pho Bowl,5316 Monterey Hwy San Jose CA 95111
13,$11-30,4.0,Chili Boy,505 E Santa Clara St San Jose CA 95112
61,$11-30,4.5,Baron’s,564 Dekalb Ave Brooklyn NY 11205
245,$11-30,4.0,Slice Poke Bar,1150 Murphy Ave San Jose CA 95131
169,$11-30,4.0,Fuji Huoshao & Dumpling,6184 Bollinger Rd San Jose CA 95129
28,Under $10,4.5,The Bao Shoppe,34 Canal St New York NY 10002
209,$11-30,4.0,The Richardson,451 Graham Ave Brooklyn NY 11222
238,$11-30,4.0,Tipsy Shanghai,103 Washington St New York NY 10006
42,$11-30,4.0,Chaan Teng,698 9th Ave New York NY 10036
1107,$11-30,4.5,Up Thai,1411 2nd Ave New York NY 10021
33,$11-30,4.5,Cherry Point,664 Manhattan Ave Brooklyn NY 11222
408,$11-30,4.0,Reserve a Table,103 Ave B New York NY 10009
574,$11-30,4.0,Rabbithole Restaurant,352 Bedford Ave Brooklyn NY 11211
714,$11-30,4.0,Red Hook Lobster Pound,284 Van Brunt St Brooklyn NY 11231
433,$11-30,3.5,Opa!,1100 Lincoln Ave San Jose CA 95125
44,$11-30,4.5,Spice N Flavor,301 N Jackson Ave San Jose CA 95133
200,$11-30,4.0,Mori Kitchen,1000 S De Anza Blvd San Jose CA 95129
79,$11-30,4.0,Bowl & Plate at White Shallot,3143 Stevens Creek Blvd San Jose CA 95117
39,Under $10,3.5,T4 Story Road,969 Story Rd San Jose CA 95122
218,$11-30,4.0,Elements Restaurant,6944 Almaden Expy San Jose CA 95120
78,$11-30,4.0,The Beer Plant,3110 Windsor Rd Austin TX 78703
44,Under $10,4.0,Chef Liu Restaurant,1198 N Capitol Ave San Jose CA 95132
162,$31-60,3.5,Geraldine’s,605 Davis St Austin TX 78701
15,$11-30,3.5,Tillery Kitchen and Bar,3201 E Cesar Chavez St Austin TX 78702
824,$11-30,4.0,Péché,208 W 4th St Austin TX 78701
225,$11-30,4.0,Copper Restaurant & Dessert Lounge,3401 Esperanza Crossing Austin TX 78758
30,Under $10,5.0,Budare’s Venezuelan Food,5000 Burnet Rd Austin TX 78756
10,$11-30,3.5,Wayback Burgers,2525 W Anderson Ln Austin TX 78757
761,$31-60,4.5,Eddie V’s Prime Seafood,301 E 5th St Austin TX 78701
9,,5.0,Soursop,440 E St Elmo Rd Austin TX 78745
202,Under $10,4.5,Lebowski’s Grill,8909 Burnet Rd Austin TX 78757
416,$11-30,4.0,Botticelli’s,1321 S Congress Ave Austin TX 78704
119,$11-30,4.0,Hanabi Sushi,9503 Research Blvd Austin TX 78759
102,$11-30,4.5,DeSano Pizzeria Napoletana,8000 Burnet Rd Austin TX 78757
119,$11-30,4.0,Deckhand Oyster Bar,4211 S Lamar Blvd Austin TX 78704
31,$11-30,3.5,Flyrite Chicken,6539 Burnet Rd Austin TX 78757
172,Above $61,4.0,Jeffrey’s,1204 W Lynn St Austin TX 78703
209,$11-30,4.5,Sip Saam Thai,6301 W Parmer Ln Austin TX 78729
131,$11-30,4.0,Korean Bamboo,2236 3rd Ave Seattle WA 98121
1824,$11-30,4.0,South Congress Cafe,1600 S Congress Ave Austin TX 78704
657,$11-30,4.0,Ristorante Machiavelli,1215 Pine St Seattle WA 98101
10,,4.5,Qian noodle,13510 Aurora Ave N Seattle WA 98133
1887,$11-30,4.0,Reserve a Table,2234 1st Ave Seattle WA 98121
345,$11-30,4.5,Reserve a Table,611 E Pine St Seattle WA 98122
1608,Under $10,4.5,The Crumpet Shop,1503 1st Ave Seattle WA 98101
87,$11-30,4.0,Reserve a Table,1501 Pike Pl Seattle WA 98101
15,$11-30,3.5,Sugar Hill,414 E Pine St Seattle WA 98122
99,$11-30,4.0,Reserve a Table,704 N 34th St Seattle WA 98103
14,Under $10,5.0,Teriyaki Dude,4112C Monterey Rd San Jose CA 95111
395,$11-30,3.5,Roots and Rye,Santana Row San Jose CA 95128
714,$31-60,4.0,Tavolata,2323 2nd Ave Seattle WA 98121
63,$11-30,3.5,Tacolicious,300 Santana Row San Jose CA 95128
115,Under $10,3.5,Pho Papa,1611 E Capitol Expy San Jose CA 95121
503,$31-60,4.0,Reserve a Table,167 W San Fernando St San Jose CA 95113
18,$11-30,4.5,"Toasted, Craft Sandwiches",387 S First St San Jose CA 95113
711,$11-30,4.0,Sweet Mango,1040 Willow St San Jose CA 95125
1102,$11-30,4.0,Reserve a Table,403 W 43rd St New York NY 10036
236,$11-30,4.0,Masa Ramen And Sake Bar,864 Blossom Hill Rd San Jose CA 95123
13,$11-30,5.0,Denizen,88 Roebling St Brooklyn NY 11211
66,$31-60,4.5,Blacktail,22 Battery Pl New York NY 10004
428,$11-30,4.0,Noodle Pudding,38 Henry St Brooklyn NY 11201
1425,$31-60,4.0,Scarpetta,355 W 14th St New York NY 10014
152,$11-30,4.5,The Bounty,131 Greenpoint Ave Brooklyn NY 11222
23,$11-30,4.5,by CHLOE,240 Lafayette St New York NY 10012
1116,$31-60,4.0,The Little Owl,90 Bedford St New York NY 10014
140,$11-30,4.5,Union Bar & Kitchen,300 Spring St New York NY 10013
251,$11-30,4.5,Reserve a Table,47-46 11th St Long Island City NY 11101
1124,$11-30,4.0,Easy Tiger,709 E 6th St Austin TX 78701
160,$11-30,4.0,Yard House,11800 Domain Blvd Austin TX 78758
809,$31-60,4.0,Parkside,301 E 6th St Austin TX 78701
58,Under $10,4.5,The Little Darlin’,6507 Circle S Rd Austin TX 78745
37,$11-30,3.5,El Burro,1100 S Lamar Blvd Austin TX 78704
79,$11-30,4.5,Forthright,35 Brazos Austin TX 78701
112,$11-30,4.0,Mantra,2720 4th Ave Seattle WA 98121
144,$11-30,4.0,Café No Sé,1603 S Congress Ave Austin TX 78704
56,$31-60,4.5,Flintcreek Cattle,8421 Greenwood Ave N Seattle WA 98103
11,$11-30,4.5,Brunello Ristorante Italiano,7115 Roosevelt Way NE Seattle WA 98115
13,Under $10,4.0,Sweet Iron,1416 10th Ave Seattle WA 98122
90,$11-30,4.0,Ooink,1416 Harvard Ave Seattle WA 98122
596,Under $10,4.0,Marination Ma Kai,1660 Harbor Ave SW Seattle WA 98126
38,$11-30,4.5,The White Swan Public House,1001 Fairview Ave N Seattle WA 98109
289,$31-60,4.0,Georgian Restaurant,411 University Street Seattle WA 98101
279,$11-30,4.0,Snooze - An AM Eatery,3800 N Lamar Blvd Austin TX 78756
82,$11-30,4.0,Okayama Xpress,2587 N 1st St San Jose CA 95131
683,$31-60,4.5,Cascina Spinasse,1531 14th Ave Seattle WA 98122
571,$11-30,4.0,Reserve a Table,1411 The Alameda San Jose CA 95126
43,$11-30,3.0,IHOP,981 Blossom Hill Rd San Jose CA 95123
60,$11-30,4.0,Nick the Greek,125 Bernal Rd San Jose CA 95119
221,$11-30,4.0,Trading Post,170 John St New York NY 10038
253,$11-30,4.0,Gobi Mongolian Grill,1035 E Brokaw Rd San Jose CA 95131
61,$11-30,4.5,The Faerie Queene,90 Yesler Way Seattle WA 98104
99,$11-30,4.5,Gino’s Vino Osteria,1239 E 51st St Austin TX 78723
82,$11-30,3.5,Sushirrito,2855 Stevens Creek Blvd Santa Clara CA 95050
250,$11-30,4.0,Five Hooks Fish Grill,2232 Queen Anne Ave N Seattle WA 98109
291,Under $10,4.5,Troy,8105 Mesa Dr Austin TX 78759
597,$31-60,4.0,The Capital Grille,1301 4th Ave Seattle WA 98101
91,$11-30,4.0,Ulivo,4 W 28th St New York NY 10001
86,$11-30,4.5,Zaza Grill,1086 N 1st St San Jose CA 95112
120,$11-30,4.0,Highliner Public House,3909 18th Ave W Seattle WA 98119
87,$11-30,4.0,Reserve a Table,131 Christopher St New York NY 10014
40,$11-30,4.0,Sunday in Brooklyn,348 Wythe Ave Brooklyn NY 11249
252,$11-30,4.5,Montana’s Trail House,445 Troutman St Brooklyn NY 11237
27,$31-60,4.5,Uogashi,188 1st Ave New York NY 10009
15,$11-30,4.5,PokeLICious,5-37 51st Ave Long Island City NY 11101
129,$11-30,4.5,Oficina 1M,371 Broome St New York NY 10013
69,$31-60,4.5,Dinnertable,206 Ave A New York NY 10009
56,$11-30,4.5,Mr. Donahue’s,203 Mott St New York NY 10012
47,$31-60,4.5,Schilling,109 Washington St New York NY 10006
145,$11-30,4.5,Reserve a Table,651 Manhattan Ave Brooklyn NY 11222
558,$11-30,3.5,Taiwan Restaurant,1306 Lincoln Ave San Jose CA 95125
27,$11-30,4.0,Tay Ho,2047 El Camino Real Santa Clara CA 95050
231,$11-30,4.0,Golden Garlic,3082 Landess Ave San Jose CA 95132
88,$11-30,3.5,Reserve a Table,31 N Market St San Jose CA 95113
499,Under $10,4.0,Nick The Greek,143 W Santa Clara St San Jose CA 95113
377,$11-30,3.5,Reserve a Table,1502 Saratoga Ave San Jose CA 95129
60,$11-30,4.0,Reserve a Table,20682 Homestead Rd Cupertino CA 95014
25,$11-30,4.0,China Delight Restaurant,6154 Bollinger Rd San Jose CA 95129
21,Under $10,4.5,Bentou Cafe,346 Graham Ave Brooklyn NY 11211
786,$11-30,3.5,Il Fornaio,302 S Market St San Jose CA 95113
88,Under $10,4.0,Citi Cafe,4035 Evergreen Village Sq San Jose CA 95135
41,$11-30,4.0,The Brooklyn Firefly,7003 3rd Ave Brooklyn NY 11209
232,$11-30,4.5,Ltauha Restaurant,55-50 Myrtle Ave Ridgewood NY 11385
2103,Under $10,4.0,Woorijip Authentic Korean Food,12 W 32nd St New York NY 10001
37,$31-60,4.5,Loring Place,21 W 8th St New York NY 10011
173,$11-30,4.0,White Oak Tavern,21 Waverly Pl New York NY 10003
55,$11-30,4.0,Grindhaus,275 Van Brunt St New York NY 11231
945,$11-30,4.0,Root and Bone,200 E 3rd St New York NY 10009
40,$11-30,4.5,No Anchor,2505 2nd Ave Seattle WA 98121
4207,$11-30,4.0,Joe’s Shanghai,9 Pell St New York NY 10013
1280,$11-30,4.0,Serious Pie & Biscuit,401 Westlake Ave N Seattle WA 98109
216,$11-30,4.0,Kraken Congee,88 Yesler Way Seattle WA 98104
25,$11-30,5.0,Bite Box,307 W McGraw St Seattle WA 98119
267,$11-30,4.0,Bahn Thai Restaurant,409 Roy St Seattle WA 98109
305,$11-30,4.0,Shiki Japanese Restaurant,4 W Roy St Seattle WA 98119
504,$11-30,4.0,Chinook’s,Fishermen's Ter Seattle WA 98119
349,$11-30,3.5,Cafe Malta,3421 W William Cannon Dr Austin TX 78745
211,$11-30,4.5,Fresh Heim,13776 N Us Hwy 183 Austin TX 78750
62,$11-30,4.0,Dine,111 E Cesar Chavez Austin TX 78701
100,$11-30,4.0,Little Sheep Mongolian Hot Pot,2400 Seton Ave. Austin TX 78705
137,Under $10,4.0,OneTaco - an urban taqueria,12200 Research Blvd Austin TX 78759
347,$31-60,4.0,Trio,98 San Jacinto Blvd Austin TX 78701
21,Under $10,4.5,Honduras Food,7207 East Riverside Dr Austin TX 78741
48,$11-30,3.5,Hook’d,1821 S Lakeline Blvd Cedar Park TX 78613
129,$11-30,4.0,Mia Italian Tapas & Bar,11420 Rock Rose Ave Austin TX 78758
24,$31-60,4.5,Enzo’s Italian Restaurant,21275 Stevens Creek Blvd Cupertino CA 95014
354,$31-60,4.0,Fixe Austin’s Southern House,500 W 5th St Austin TX 78701
96,$11-30,3.0,Boiling Point,1698 Hostetter Rd San Jose CA 95131
2595,$11-30,4.0,Cha Cha Sushi,547 W Capitol Expy San Jose CA 95136
455,$11-30,4.0,Gaku Yakitori,5152 Moorpark Ave San Jose CA 95129
118,$11-30,4.0,Hanul Korean,6041 Snell Ave San Jose CA 95123
658,Under $10,4.5,Souvlaki’s Greek Skewers,577 W Alma Ave San Jose CA 95125
280,$11-30,4.0,South Winchester BBQ,1362 S Winchester Blvd San Jose CA 95128
53,$11-30,3.5,Reserve a Table,2783 El Camino Real Santa Clara CA 95051
1489,$11-30,4.0,The Kickin’ Crab,2675 Cropley Ave San Jose CA 95132
42,Under $10,4.0,Mour Cafe + Pantry,1414 Shore District Dr Austin TX 78741
42,$11-30,4.0,Fantasias Cafe & Bubble Tea,3200 Greenlawn Blvd Round Rock TX 78641
134,$31-60,4.0,Juniper,2400 E Cesar Chavez Austin TX 78702
323,$11-30,4.0,Peached Tortilla,5520 Burnet Rd Austin TX 78756
43,$11-30,3.5,Nosh & Bevvy,8440 Burnet Rd Austin TX 78757
20,Under $10,4.5,i Fratelli Pizza,10001 Research Blvd Austin TX 78759
15,Under $10,3.5,In-N-Out Burger,2700 Guadalupe St Austin TX 78705
32,$31-60,4.5,Massoni,11 E 31st St New York NY 10016
27,Above $61,5.0,L’Appart,225 Liberty St New York NY 10281
1060,$11-30,4.0,Cask Bar & Kitchen,167 E 33rd St New York NY 10016
1438,Above $61,4.0,Marea,240 Central Park S New York NY 10019
283,$11-30,4.5,Brooklyn Beet Company,7205 3rd Ave Brooklyn NY 11209
721,$31-60,4.0,Marc Forgione,134 Reade St New York NY 10013
30,$11-30,5.0,The Press Shop,74 Bleecker St New York NY 10012
843,$11-30,4.0,Westville Chelsea,246 W 18th St New York NY 10011
123,$11-30,4.0,General Tso’Boy,11501 Rock Rose Austin TX 78758
42,$11-30,4.5,Sally Roots,195 Wyckoff Ave Brooklyn NY 11237
1480,$11-30,4.0,Buttermilk Channel,524 Court St Brooklyn NY 11231
449,$11-30,4.0,Stoneburner,5214 Ballard Ave NW Seattle WA 98107
310,$11-30,4.0,Reserve a Table,425 NW Market St Seattle WA 98107
81,$11-30,4.0,Mamnoon Street,2020 6th Ave Seattle WA 98121
206,Under $10,4.0,Redwood,514 E Howell St Seattle WA 98122
389,$11-30,4.0,Burgundian,2253 N 56th St Seattle WA 98103
446,$11-30,4.0,Monsoon Seattle,615 19th Ave E Seattle WA 98112
265,$11-30,4.0,St. Clouds,1131 34th Ave Seattle WA 98122
892,$11-30,4.0,5 Spot,1502 Queen Anne Ave N Seattle WA 98109
139,$11-30,4.5,Windy City Pie,1417 Elliott Ave W Seattle WA 98119
1770,$31-60,4.0,Purple Café and Wine Bar,1225 4th Ave Seattle WA 98101
417,$31-60,4.0,Menara Moroccan Restaurant,41 E Gish Rd San Jose CA 95112
49,Under $10,4.5,The Don’s Deli,5700 Village Oaks Dr San Jose CA 95123
369,$11-30,4.0,Reserve a Table,1359 Lincoln Ave San Jose CA 95125
72,$11-30,4.0,Amami Shima Sushi,19068 Stevens Creek Blvd Cupertino CA 95014
41,$11-30,4.5,Ningbo Cafe,21 S End Ave New York NY 10280
1944,$11-30,3.0,Straits - Santana Row,333 Santana Row San Jose CA 95128
600,$31-60,3.5,Reserve a Table,185 Park Ave San Jose CA 95113
62,Under $10,4.5,Churros El Guero,2217 Quimby Rd San Jose CA 95122
21,$31-60,4.0,All Hands,29 Dunham Pl Brooklyn NY 11249
82,$11-30,4.5,Sushi Gallery,71 Clark St Brooklyn NY 11201
134,$31-60,4.5,Covina,127 E 27th St New York NY 10016
371,$11-30,4.0,Atrium Dumbo,15 Main St Brooklyn NY 11201
23,$11-30,4.5,Laojie Hotpot,811 53rd St Brooklyn NY 11220
173,$31-60,4.0,Prospect,773 Fulton St Brooklyn NY 11217
220,$11-30,4.0,Cuba 512,6800 West Gate Blvd Austin TX 78745
1387,$11-30,4.0,SoCo,509 Myrtle Ave Brooklyn NY 11205
2795,$11-30,4.0,Cafe Habana,17 Prince St New York NY 10012
11,Under $10,3.5,Taco Bell Cantina,2000 Guadalupe St Austin TX 78705
1194,$11-30,4.0,Titaya’s Thai Cuisine,5501 N Lamar Blvd Austin TX 78751
42,Under $10,4.0,Julie’s Noodles,8557 Research Blvd Austin TX 78758
79,Under $10,4.0,Chinos & Gringos,6705 W Hwy 290 Austin TX 78735
29,$11-30,4.5,Papa Donkasu,1700 W Parmer Ln Austin TX 78727
6,Under $10,3.5,P. Terry’s Burger Stand,13770 US 183 Austin TX 78750
336,$11-30,4.0,Porter Ale House & Gastropub,3715 S 1st St Austin TX 78704
26,Above $61,4.5,Otoko,1603 S Congress Ave Austin TX 78704
101,Under $10,4.0,Chi’Lantro,11005 Burnet Rd Austin TX 78758
195,Under $10,4.5,Niko’s Gyros,2231 32nd  Ave W Seattle WA 98199
664,$11-30,4.0,Bizzarro Italian Café,1307 N 46th St Seattle WA 98103
142,$11-30,4.0,Triumph Bar,114 Republican St Seattle WA 98109
25,$11-30,4.5,36 Stone,3630 Stone Way N Seattle WA 98103
398,$11-30,4.0,Duke’s Chowder House - Lake Union,901 Fairview Ave N Seattle WA 98109
280,$11-30,4.0,Circa,2605 California Ave SW Seattle WA 98116
709,$11-30,4.5,Petra Mediterranean Bistro,2501 4th Ave Seattle WA 98121
85,$11-30,4.5,Barnacle,4743 Ballard Ave NW Seattle WA 98107
388,$11-30,4.0,Bistro Tupaz,5899 Santa Teresa Blvd San Jose CA 95123
49,$11-30,4.0,Citizen Six,945 Elliott Ave W Seattle WA 98119
88,$11-30,4.0,Golden Garlic,1530 S De Anza Blvd San Jose CA 95129
123,$11-30,4.0,Downtown Poki,96 E San Salvador San Jose CA 95112
6,,3.0,IHOP,1012 Miller Ave San Jose CA 95129
10,Under $10,3.5,Pho Fortune,2501 W Parmer Ln Austin TX 78727
108,Under $10,4.0,T Spot Boba Drinks & Snacks,2520 Berryessa Rd San Jose CA 95132
532,$11-30,4.0,Reserve a Table,1631 N Capitol Ave San Jose CA 95132
517,$11-30,4.0,Waltons Fancy and Staple,609 W 6th St Austin TX 78701
596,$11-30,3.5,The Farmers Union,151 W Santa Clara St San Jose CA 95113
392,$11-30,4.0,Mai Thai Restaurant,207 San Jacinto Blvd Austin TX 78701
60,$11-30,3.5,Chicon,1914 E 6th St Austin TX 78702
5,Under $10,4.5,Pinch,518 W 24th St Austin TX 78705
423,$31-60,4.0,Olive & June,3411 Glenview Ave Austin TX 78703
116,$31-60,3.5,L’Oca d’Oro,1900 Simond Ave Austin TX 78723
35,$11-30,4.5,Knotty Deck & Bar,Renaissance Austin Hotel Austin TX 78759
67,Under $10,4.0,Halal Bros,1910 West Braker Ln Austin TX 78758
3,,4.0,O’BOP,11 148th Ave SE Bellevue WA 98007
553,$11-30,4.0,Lecōsho,89 University St Seattle WA 98101
287,$11-30,4.0,The London Plane,300 Occidental Ave S Seattle WA 98104
64,Under $10,4.5,Wann Yen,1313 NE 43rd St Seattle WA 98105
330,Under $10,4.0,King Noodle,615 S King St Seattle WA 98104
5,Under $10,3.5,Jujubeet,1091 Thomas St Seattle WA 98109
303,$11-30,4.0,Mezcaleria Oaxaca,2123 Queen Anne Ave N Seattle WA 98109
279,$11-30,4.5,Porkchop & Co,5451 Leary Ave NW Seattle WA 98107
91,$11-30,4.0,May Flower Restaurant,1080 Saratoga Ave San Jose CA 95129
293,$11-30,4.0,Itadakimasu,4743 Brooklyn Ave NE Seattle WA 98105
13,$11-30,3.5,Pieology Pizzeria,2023 Camden San Jose CA 95124
2114,Under $10,4.5,A Slice of New York,3443 Stevens Creek Blvd San Jose CA 95117
95,$11-30,4.0,Szechuan Chili,471 Saratoga Ave San Jose CA 95129
31,Under $10,4.5,Tacos A La Parrilla,2980 Aborn Square Rd San Jose CA 95121
404,Above $61,4.0,La Foret,21747 Bertram Rd San Jose CA 95120
136,Under $10,4.0,Naan & Curry,375 Saratoga Ave San Jose CA 95129
46,$11-30,4.0,Amami San Sushi Express,5229 Stevens Creek Blvd Santa Clara CA 95051
260,$11-30,4.0,Reserve a Table,71 E San Fernando St San Jose CA 95113
462,$11-30,4.0,Reserve a Table,87 N San Pedro St San Jose CA 95110
51,$11-30,4.0,Bufalina Due,6555 Burnet Rd Austin TX 78757
254,$11-30,4.0,Winebelly,519 W Oltorf St Austin TX 78704
26,$11-30,4.5,Ada’s Restaurant & Bar,5910 Phinney Ave N Seattle WA 98103
421,$11-30,4.0,Aster’s Ethiopian Restaurant,2804 N I-35 Austin TX 78722
316,$31-60,4.0,Andiamo Ristorante,2521 Rutland Dr Austin TX 78758
691,Under $10,4.0,Kau Kau Barbeque,656 S King St Seattle WA 98104
21,$31-60,4.0,Cafe Blue,340 East 2nd St Austin TX 78701
15,$11-30,5.0,6th Avenue Eats,230 6th Ave N Seattle WA 98109
180,$11-30,4.0,Pair,5501 30th Ave NE Seattle WA 98105
258,$11-30,3.0,Mo’s The Breakfast Plus Burger Joint,5925 Almaden Expy San Jose CA 95120
608,$31-60,4.0,Fonda San Miguel Restaurant,2330 W N Loop Blvd Austin TX 78756
58,$11-30,4.5,Babirusa,2236 Eastlake Ave E Seattle WA 98102
54,Under $10,4.0,Los Papi’s,77 Bridge St Brooklyn NY 11201
541,$11-30,4.0,Evangeline Café,8106 Brodie Ln Austin TX 78745
31,$31-60,5.0,Reserve a Table,145 E 47th St New York NY 10017
46,$11-30,4.5,Rabbit House,76 Forsyth St New York NY 10002
2286,$11-30,4.0,Carmine’s Theater District,200 W 44th St New York NY 10036
194,$11-30,4.0,Caspian Village,2881 The Villages Pkwy San Jose CA 95135
123,$11-30,4.0,Surfish Peruvian Bistro,550 3rd Avenue Brooklyn NY 11215
92,$11-30,4.0,Anable Basin Sailing Bar & Grill,4-40 44th Dr Long Island City NY 11101
97,$11-30,4.5,Julia’s,818 Woodward Ave Ridgewood NY 11385
661,Under $10,4.0,Le Bon de Cuisine,5592 Santa Teresa Blvd San Jose CA 95123
20,$11-30,5.0,Aloha NYC,37-02 Astoria Blvd Astoria NY 11103
660,$31-60,4.0,Reserve a Table,248 5th Ave Brooklyn NY 11215
89,$11-30,4.0,Bramling Cross,5205 Ballard Ave Seattle WA 98107
604,$31-60,4.0,Sitka & Spruce,1531 Melrose Ave Seattle WA 98101
1081,$11-30,4.0,Adrienne’s Pizzabar,54 Stone St New York NY 10004
161,$11-30,4.5,Mariella,492 6th Ave Brooklyn NY 11215
501,$11-30,4.0,Kizuki Ramen & Izakaya,320 E Pine St Seattle WA 98122
254,Under $10,4.0,Rocking Wok Taiwanese Cuisine,4301 Interlake Ave N Seattle WA 98103
